"latitude"	"longitude"	"sexual_system"	"immersion"	"density"	"pop_size"	"plant_gender"	"plant_size"	"pop"	"ind"	"leaf_damage"
45.51445	-76.51445	"Subdioecious"	3	2	1	"Male"	77.5	"HMP-ON"	19	12
45.51445	-76.51445	"Subdioecious"	3	2	1	"Male"	93.5	"HMP-ON"	8	21
45.51445	-76.51445	"Subdioecious"	3	2	1	"Male"	91	"HMP-ON"	3	26
42.00322	-82.51342	"Subdioecious"	2	2	2	"Male"	50.5	"HMR-ON"	7	4
42.00322	-82.51342	"Subdioecious"	2	2	2	"Male"	45	"HMR-ON"	1	4
42.00322	-82.51342	"Subdioecious"	2	2	2	"Male"	38.5	"HMR-ON"	10	8
42.00322	-82.51342	"Subdioecious"	2	2	2	"Male"	66	"HMR-ON"	3	8
42.00322	-82.51342	"Subdioecious"	2	2	2	"Male"	66	"HMR-ON"	4	12
42.00322	-82.51342	"Subdioecious"	2	2	2	"Male"	44	"HMR-ON"	9	14
44.29424	-76.43935	"Dioecious"	2	1	1	"Male"	67.5	"KGM-ON"	2	13
42.60409	-80.45451	"Dioecious"	3	2	3	"Male"	75.5	"LNG-ON"	8	3
42.60409	-80.45451	"Dioecious"	3	2	3	"Male"	57	"LNG-ON"	3	6
42.60409	-80.45451	"Dioecious"	3	2	3	"Male"	10.5	"LNG-ON"	4	6
42.60409	-80.45451	"Dioecious"	3	2	3	"Male"	125	"LNG-ON"	2	7
42.60409	-80.45451	"Dioecious"	3	2	3	"Male"	92	"LNG-ON"	5	10
42.60409	-80.45451	"Dioecious"	3	2	3	"Male"	90	"LNG-ON"	9	27
42.60409	-80.45451	"Dioecious"	3	2	3	"Male"	79	"LNG-ON"	1	32
42.60409	-80.45451	"Dioecious"	3	2	3	"Male"	88.5	"LNG-ON"	7	53
45.56808	-77.18173	"Dioecious"	1	3	1	"Male"	26	"MUD-ON"	2	2
46.27679	-79.44501	"Subdioecious"	1	2	3	"Male"	54.5	"NBY-ON"	19	1
45.43669	-77.4269	"Monoecious"	2	1	2	"Male"	30.5	"OCR-0N"	10	1
44.27784	-76.72127	"Dioecious"	1	3	1	"Male"	35.5	"ODS-ON"	6	1
44.27784	-76.72127	"Dioecious"	1	3	1	"Male"	49.5	"ODS-ON"	11	5
44.27784	-76.72127	"Dioecious"	1	3	1	"Male"	41	"ODS-ON"	2	5
44.27784	-76.72127	"Dioecious"	1	3	1	"Male"	53	"ODS-ON"	13	19
44.27784	-76.72127	"Dioecious"	1	3	1	"Male"	40	"ODS-ON"	1	23
44.27784	-76.72127	"Dioecious"	1	3	1	"Male"	53	"ODS-ON"	14	34
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	46	"OTL-ON"	8	1
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	58	"OTL-ON"	6	3
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	51	"OTL-ON"	16	4
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	74	"OTL-ON"	7	5
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	76	"OTL-ON"	18	6
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	67	"OTL-ON"	17	6
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	51	"OTL-ON"	5	7
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	47	"OTL-ON"	3	8
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	60.5	"OTL-ON"	4	10
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	42	"OTL-ON"	2	13
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	62	"OTL-ON"	9	14
44.48965	-76.05489	"Dioecious"	3	3	2	"Male"	46	"OTL-ON"	12	31
42.80856	-79.96554	"Subdioecious"	2	3	1	"Male"	84.5	"PPT-ON"	4	3
42.80856	-79.96554	"Subdioecious"	2	3	1	"Male"	51	"PPT-ON"	1	3
42.80856	-79.96554	"Subdioecious"	2	3	1	"Male"	103.5	"PPT-ON"	8	11
44.86121	-75.44576	"Subdioecious"	2	2	2	"Male"	71	"PTT-ON"	9	4
44.86121	-75.44576	"Subdioecious"	2	2	2	"Male"	62	"PTT-ON"	11	5
44.86121	-75.44576	"Subdioecious"	2	2	2	"Male"	49	"PTT-ON"	17	9
44.86121	-75.44576	"Subdioecious"	2	2	2	"Male"	79	"PTT-ON"	2	11
44.86121	-75.44576	"Subdioecious"	2	2	2	"Male"	30.5	"PTT-ON"	20	15
44.86121	-75.44576	"Subdioecious"	2	2	2	"Male"	63.5	"PTT-ON"	8	22
44.86121	-75.44576	"Subdioecious"	2	2	2	"Male"	31	"PTT-ON"	16	22
44.86121	-75.44576	"Subdioecious"	2	2	2	"Male"	46	"PTT-ON"	7	23
44.86121	-75.44576	"Subdioecious"	2	2	2	"Male"	52	"PTT-ON"	4	49
45.49276	-76.74954	"Subdioecious"	1	2	1	"Male"	38	"RNW-ON"	2	10
45.63262	-76.95311	"Subdioecious"	1	3	3	"Male"	66	"SNR-ON"	17	5
45.63262	-76.95311	"Subdioecious"	1	3	3	"Male"	70	"SNR-ON"	1	7
45.63262	-76.95311	"Subdioecious"	1	3	3	"Male"	81.5	"SNR-ON"	14	7
45.63262	-76.95311	"Subdioecious"	1	3	3	"Male"	64	"SNR-ON"	13	9
42.3048	-82.53214	"Dioecious"	2	3	3	"Male"	119.5	"SPT-ON"	4	26
42.3048	-82.53214	"Dioecious"	2	3	3	"Male"	118	"SPT-ON"	9	42
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	57.5	"TR2-ON"	13	0
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	48	"TR2-ON"	9	0
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	43.5	"TR2-ON"	4	0
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	43.5	"TR2-ON"	5	1
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	71	"TR2-ON"	18	1
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	61	"TR2-ON"	20	1
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	57	"TR2-ON"	1	1
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	54.5	"TR2-ON"	19	1
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	42	"TR2-ON"	7	2
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	74	"TR2-ON"	3	3
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	40.5	"TR2-ON"	17	4
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	48	"TR2-ON"	11	6
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	65.5	"TR2-ON"	16	7
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	41	"TR2-ON"	14	12
45.62288	-77.39896	"Subdioecious"	2	2	2	"Male"	53	"TR2-ON"	15	20
47.60945	-79.53986	"Monoecious"	3	3	2	"Male"	61.5	"WRC-ON"	20	2
47.60945	-79.53986	"Monoecious"	3	3	2	"Male"	57.5	"WRC-ON"	16	5
