Genotype,cyanide,linamarin,linamarase,VegBiomass,LatSpread,FrstFlwr,BnrLgth,BnrWdt,InflHt,InflWdt,InflNum,FlwrCt,SeedBm,AvgDMG1,AvgDMG2,VegGrowth,RFSeed,FrstFlwr.T,InflHt.T,SeedBm.T,InflNum.T,AvgDmg1.T,AvgDmg2.T,VegGrowth.T,VegBiomass.T,LatSpread.T,FlwrCt.S,BnrLgth.S,BnrWdt.S,InflHt.S,InflWdt.S,FrstFlwr.S,SeedBm.S,InflNum.S,AvgDmg1.S,AvgDmg2.S,VegGrowth.S
16,1,1,1,1.3566,428.3,18.8,5.5125,2.71125,22.46,17.84,2.2,27.625,0.01368,21.85,13.21,-0.8787375833114541,0.4232647171288384,4.33589667773576,504.45160000000004,0.11696153213770756,1.1631508098056809,4.674398357008098,3.6345563690772495,0.9334143863732474,1.1647317287684749,20.69541011915444,-1.0345061104222424,-0.6946393560892796,-2.3248283686282667,0.39431635402485915,-0.7689487544929874,1.333369877596254,-0.7951453187233236,-0.12104355098800358,-1.3079939976699653,-1.6103763848616723,-0.8330210053626814
17,0,0,0,2.485,611.9,16.33333333,6.135,3.4225,25.41,24.25,2.8,28,0.0245,43.6,22.34,-0.2599253627060506,0.7580398808228466,4.041451883914987,645.6681,0.15652475842498528,1.33500106673234,6.603029607687671,4.726520919238589,1.22068613381735,1.5763882770434445,24.73661254092807,-0.9967613229537444,0.5907815594068847,0.36340356405850494,1.7196788964919845,1.363820101703455,1.036126651710934,-0.17874118340671857,0.25605056848441216,0.6937977008655856,-0.1560755483105343,-0.10640236142912857
18,0,0,0,2.8648,559,8.6,5.775,3.281,24.1875,22.09,8.4,51.6,0.07742,56.96,20.12,-0.19211045672155594,2.395406023400195,2.932575659723036,585.03515625,0.27824449680092506,2.2407096892759584,7.547184905645283,4.485532298401161,1.2481544548966863,1.692572007330855,23.643180835073778,1.378643968397061,-0.1525943917234265,-0.17140813151292228,1.1506191018804044,0.645133560457852,-0.08328844036564029,1.7176802444056878,2.243463340653958,1.6737684635056418,-0.4770291477945052,-0.03692461295098289
19,0,1,0,2.9592,1152.05,7.2,6.21,3.26625,21.905,23.45125,2.8,45.25,0.05816,35.56,23.64,0.5671441047750013,1.7994938558635412,2.6832815729997477,479.82902500000006,0.24116384471972577,1.33500106673234,5.96322060635023,4.862098312457287,1.5222168389473956,1.7202325424197742,33.9418620585259,0.739498900597162,0.7456515492257002,-0.22715705384280713,0.16322552112581779,1.098055807805342,-0.33495184242555176,1.1399551843430937,0.25605056848441216,0.029718267809463704,0.02448921118302527,0.6562825667452082
21,0,1,0,2.412,1134.6875,21,6.385,3.42,23.9625,22.2275,3,53.94444444,0.035,24.45,19.2,0.3548353612705737,1.0829141154612094,4.58257569495584,574.2014062499999,0.18708286933869708,1.3862943611198906,4.944694126030447,4.381780460041329,1.4508050734921538,1.553061492665374,33.6851228289285,1.6146187873823985,1.107014858802935,0.35395459417208414,1.0489408529190338,0.6908832824121436,1.582393356277112,0.2973611899917962,0.36860436984513745,-1.0274448639837994,-0.6152079790561323,0.47565526650544043
22,1,1,1,3.0938,1246.7,17.8,6.99,3.573333333,25.16,22.24666667,1.2,50.5,0.02964,21.76,24.44,0.7300532834252371,0.9170735537791499,4.219004621945797,633.0256,0.17216271373325875,0.7884573603642702,4.664761515876241,4.94368283772331,1.5748184922159243,1.7589201232574492,35.30863916947239,1.2679259251561334,2.3562994433413773,0.9334914126127088,1.6010249435676411,0.6972605174906141,1.2153668682969125,0.06490174525442845,-0.9432401477000557,-1.3179964014841004,0.13314515914990221,0.7893319957499815
23,1,1,1,0.94908,542.5,10.75,5.94625,3.4825,23.01333333,27.18333333,1.6,33.25,0.03136,33.61,29.13,-0.8811575557447888,0.9702910474532436,3.278719262151,529.6135109576888,0.17708754896942924,0.9555114450274363,5.797413216254298,5.397221507405454,0.9321171837570699,0.974207370121988,23.29162939770423,-0.4683342983947729,0.20102541836286728,0.5901788413326089,0.6304690293865475,2.3398141689525973,0.2661449446507766,0.1416318072388981,-0.576670355562872,-0.14237883832885628,0.7371772832967688,-0.8363021202452278
24,0,0,0,6.29825,1268.4375,7.75,6.136666667,3.635,25.335,22.945,2.25,36.75,0.0343,21.6,19.55,1.8754520134303743,1.061255833151985,2.7838821814150108,641.8622250000001,0.18520259177452134,1.1786549963416462,4.6475800154489,4.421538193886829,1.904061977308085,2.5096314470455616,35.6151302117513,-0.11604961535545859,0.5942231154245033,1.166566004404289,1.6839595282431472,0.9296136497009033,-0.23339511600715104,0.26806603449347766,-0.08702243472973079,-1.335829662721424,-0.5622578117797807,1.6221130011573195
25,0,0,0,1.069,283.35,8.2,6.4075,3.4775,23.91,25.335,2.6,34.625,0.03876,60.39333333,28.7,-1.1566654190403853,1.1992500318650423,2.8635642126552705,571.6881,0.19687559523719542,1.2809338454620642,7.771314774862745,5.357238094391549,0.7702821437367056,1.0339245620450266,16.83300329709467,-0.32993674434361375,1.1534758557485794,0.5712809015597674,1.0253526605937857,1.7248269985791402,-0.15295577896332294,0.44993410444588017,0.13740988931489476,1.9064004461281798,0.6839265518644168,-1.245644000770428
26,1,1,1,2.8774,767.55,3.6,5.545,3.345,22.78,21.775,3.2,34.16666667,0.04044,44.16,24.52,0.06769562208005028,1.2512299094071802,1.8973665961010275,518.9284,0.20109699152399071,1.4350845252893227,6.6452990903344595,4.951767361255979,1.3482194265326584,1.6962900695340994,27.704692743288092,-0.3760692620251578,-0.6275290271677936,0.07048549757945535,0.5301858059287659,0.540325106526201,-1.128336231986734,0.5157044263376398,0.47566550740420777,0.7376706285877299,0.14391229379263462,0.21617745727444773
28,1,1,1,3.018,954.55,9.25,5.373333333,3.235,19.45,17.0975,2.4,30.33333333,0.01938,32.48,24.65,0.3457987915984678,0.5996250159325212,3.0413812651491097,378.30249999999995,0.13921206844235884,1.2237754316221157,5.699122739510003,4.964876634922564,1.4476873942942474,1.7372391890583172,30.895792593814452,-0.7619048679297109,-0.9820092267747264,-0.34526917742306956,-0.7896337644523714,-1.0159972530461634,0.02655126415614384,-0.44847686222260313,0.011986150515283676,-0.24439785327663452,0.16137149396270867,0.4677694794374191
29,0,0,1,3.1974,1279.95,6.2,5.895,3.246,22.81,20.63,7.8,51.3,0.0976,27.92,28.37,0.8069440072868725,3.0197833619718297,2.4899799195977463,520.2960999999999,0.3124099870362662,2.174751721484161,5.2839379254491625,5.32634959423431,1.5990447171004545,1.78812751223172,35.7763888619296,1.3484481384222622,0.09519759198667602,-0.30369370992281675,0.5430221129419843,0.15935469461591628,-0.5300906536118383,2.249986414616976,2.0987305818472453,-0.6753322342539024,0.6427886123481149,0.8506092596293745
30,0,0,1,2.1612,720.35,8.8,5.70875,3.17125,23.60333333,20.315,3.8,41.83333333,0.05038,40.84,24.2,-0.24015788236206337,1.5587775181981636,2.9664793948382653,557.1173442870889,0.22445489524623874,1.5686159179138452,6.390618123468183,4.919349550499537,1.2287563296430812,1.470102037274964,26.839336802536682,0.3956019477708937,-0.2893962160633801,-0.586217909526804,0.8886014039252579,0.054546240684266584,-0.049062480842150376,0.8796259210654526,0.76867585155027085,0.4733286269384877,0.10073758698069235,-0.08598979110384088
31,1,1,1,4.128,1208.95,12.4,6.526666667,3.46,21.16,17.8,1.2,57,0.0397,27.52,15.56,1.0448943193744078,1.2283340109660004,3.521363372331802,447.7456,0.19924858845171275,0.7884573603642702,5.2459508194416005,3.944616584663204,1.671793743071916,2.031748015872047,34.769958297357796,1.9221689079434314,1.3995470624823412,0.5051381123548201,-0.13788780294788036,-0.7822577645160538,0.5110951681419623,0.48690588273022845,-0.9432401477000557,-0.7147603382165097,-1.1974318155152999,1.03461899629572
32,0,1,0,1.734,577.75,3.25,6.1425,3.2525,21.06,19.715,5,34.125,0.061325,43.15,33.45,-0.5639466001020704,1.8974202323045333,1.8027756377319946,443.52359999999993,0.24763884994079582,1.791759469228055,6.568865959965997,5.783597496368502,1.0890607879718788,1.3168143377105217,24.03643068344383,-0.38026312763494435,0.6062685583887668,-0.2791263882181223,-0.17751263895710256,-0.14508890966173474,-1.2238261920581956,1.2408372500645044,1.258323772383412,0.6583380937598505,1.251760768529153,-0.4393325265304883
34,0,1,0,2.1818,804.05,17.6,5.027,3.13,18.0525,16.865,2.4,32.93333333,0.01662,47.2,26.56,-0.13046004064324512,0.51422950282758,4.1952353926806065,325.89275624999993,0.12891857895586656,1.2237754316221157,6.870225614927067,5.1536394906900505,1.2726114722713902,1.4770917371646217,28.355775425828156,-0.5002076748147912,-1.6971644235164094,-0.7421259126527512,-1.281516166484362,-1.0933558738052391,1.1913717339564032,-0.6088517881763081,0.011986150515283676,0.9711294868071442,0.41276974586738574,0.024936412219703333
35,0,1,0,3.39575,1361,6.25,5.645,3.4525,20.835,16.83,2.75,41.33333333,0.018725,42.7,14.9625,0.9754547272438316,0.579359051771747,2.5,434.09722500000004,0.13683932183404007,1.3217558399823195,6.534523701081817,3.868139087468288,1.6508951290871965,1.8427560880376979,36.89173349139343,0.3452755644795631,-0.42103570740937424,0.47679120269555775,-0.2659822181935828,-1.1050012575754227,-0.5199753413872686,-0.4854447983258438,0.2269863284429029,0.6226931000789239,-1.299286118506611,0.9817585159708231
37,1,1,1,4.7,1038,16.5,6.28875,3.47125,27.67333333,25.71,1.6,52,0.04646,24.58,16.88,1.0352389962093924,1.4374911372665082,4.06201920231798,765.8133775932888,0.21554581879498383,0.9555114450274363,4.957822102496216,4.1085277168348275,1.6689035311273663,2.16794833886788,32.218007387174026,1.4189050750301253,0.9082650385354566,0.5476584768437145,2.847281199172336,1.8495989675453908,1.0568894439158374,0.7408204675736267,-0.576670355562872,-1.0138188925605491,-0.9791315999982156,1.0273085597403886
38,1,1,1,2.3576,669.8,10,5.058,2.834,22.85833333,19.82333333,5.4,41.1,0.0769,33.4,21.89,-0.23349585654713018,2.3793170136847714,3.1622776601683795,522.503402625389,0.27730849247724093,1.8562979903656263,5.779273310719955,4.678675026115834,1.2314642274353202,1.5354478174135389,25.880494585691363,0.32178991927911793,-1.6331514943912997,-1.860883947204996,0.563738362244155,-0.10904367529167963,0.14859667031573623,1.7030970824662721,1.399941813785647,-0.16120686068827336,-0.219797692389001,-0.07914049583128634
40,0,1,0,1.2776,855.95,21.2,6.035,3.2625,20.7825,20.5375,2,28.375,0.01548,38.88,26,-0.3825846456607508,0.47895744306684346,4.604345773288535,431.91230625,0.12441864811996632,1.0986122886681098,6.235382907247958,5.0990195135927845,1.1693653639214945,1.1303096920755833,29.256623181768603,-0.9590165354852465,0.3842882396484653,-0.2413305086724375,-0.28648838758302514,0.12857760893757528,1.6043703395595035,-0.678961742196402,-0.2626615923902382,0.3122047381492117,0.3400257374898048,-0.236211953075827
41,1,1,1,3.8536,1061.25,11.4,5.464,3.402,22.432,20.539,4,61.5,0.11142,40.04,27.16,0.7682071610773973,3.447379735562513,3.3763886032268267,503.1946239999999,0.333796345096827,1.6094379124341003,6.32771680782255,5.2115256883181535,1.5868859949843268,1.9630588376307012,32.57683225852385,2.3751063575654072,-0.7947886161721129,0.28592201098985376,0.38251922757589374,0.1290766968134403,0.36474254467879264,2.583190775964281,0.8582522906782785,0.4080412209390124,0.489863773895014,0.8198552636148355
43,1,1,1,3.7816,1440.65,9,5.45375,2.88,21.04333333,18.30333333,3.6,35.5,0.0197,45.84,14.28,1.2077132161059447,0.6095259449881664,3,442.82187763748885,0.140356688476182,1.5260563034950494,6.770524351924303,3.778888725538237,1.7198003419309884,1.9446336415890784,37.95589545775465,-0.24186557358378513,-0.8159541814473512,-1.6870229012948506,-0.18409853036840168,-0.614786056168215,-0.015223292576634549,-0.43064341969464365,0.6752865217269782,0.8676461690178476,-1.4181515853371847,1.156045798872707
45,0,0,0,1.2076,242.3,7.75,5.1525,3.1275,19.72,17.545,1.4,28,0.01008,39.65,29.84,-1.1585487848206328,0.31187926525282833,2.7838821814150108,388.87839999999994,0.10039920318408907,0.8754687373538999,6.296824596572466,5.462600113499065,0.7690586552268736,1.0989085494252924,15.565988564816564,-0.9967613229537444,-1.4380153072195927,-0.7515748825391719,-0.6903755211672167,-0.8671027034131038,-0.23339511600715104,-1.053190200689062,-0.7523095132233797,0.37597714855190656,0.8242498549479625,-1.2487386648638936
46,1,1,1,2.4506,957.8,8.8,5.7125,3.05375,19.99,21.33,7.2,38.55555556,0.07766,19.48,22.08,0.15168129024497554,2.402831720191929,2.9664793948382653,399.60009999999994,0.27867543845843323,2.1041341542702074,4.4136152981427825,4.698936049788292,1.3790146084233392,1.565439235486322,30.94834405909305,0.0656845469772478,-0.28165271657243907,-1.0303194941885911,-0.5897488977091238,0.3922623700195837,-0.049062480842150376,1.7243944142218548,1.9437731799552327,-1.5786695672851274,-0.1928136445351719,0.2940700920503323
47,1,1,1,3.195,746.9375,9.75,6.385,3.575,20.43,15.17,2,46.16666667,0.03345,27.5375,24.575,0.15333634916047723,1.0349564903479271,3.122498999199199,417.3849,0.18289341158171882,1.0986122886681098,5.247618507475558,4.957317823178175,1.3796145654350267,1.7874562931719478,27.330157335807638,0.8317639369667771,1.107014858802935,0.9397907271301866,-0.4228327955166077,-1.657325173532691,0.10843994906946144,0.23208847771640603,-0.2626615923902382,-0.7130293883208538,0.15130451308720988,0.29558760971132536
49,0,1,0,2.1778,589.8,13.25,5.735,3.4425,20.63625,18.905,6.8,38.41666667,0.03352,34.95,20.23,-0.39424425690722487,1.0371223185788496,3.640054944640259,425.8548140625,0.18308467986153293,2.0541237336955462,5.911852501542981,4.497777228809804,1.1643692468855296,1.4757371039585607,24.285798319182344,0.05170499595115249,-0.2351917196267946,0.43899532314987294,-0.3433399116372236,-0.4145963626288354,0.6309147967404609,0.235068481363637,1.8340344117490532,-0.023598428026727344,-0.4607210977445568,-0.2488490182167787
50,0,0,0,2.2098,704.9,7.666666667,5.591666667,2.851666667,21.9075,22.695,2.6,46.66666667,0.05242,39.5125,22,-0.24211135455471405,1.6218959409279028,2.7688746210328845,479.93855625,0.22895414388038493,1.2809338454620642,6.28589691293136,4.69041575982343,1.2279611742417942,1.4865396059304978,26.54995291897897,0.8820903202581077,-0.5311654772588861,-1.7941112254144256,0.1642535073454132,0.8464323370567363,-0.2485453097082061,0.9497252462258257,0.13740988931489476,0.3646349355761078,-0.20416114187080175,-0.08800103914525177
51,0,1,0,1.975,482.3,6.8,6.047,3.367,21.36,18.93833333,6.8,44.53333333,0.05318,30.04,18.47,-0.59670140154549145,1.6454106474350603,2.6076809620810595,456.2496,0.2306078923194087,2.0541237336955462,5.4808758424178885,4.29767378938886,1.0739174076503781,1.4053469322555197,21.961329650091773,0.6673644175440786,0.40906743801947487,0.15363643257995932,-0.058075011516706306,-0.4035055220520314,-0.4112709689306387,0.9754910260230975,1.8340344117490532,-0.47092369987182775,-0.7272229720990331,-0.4776358493308619
52,1,1,1,2.042,355.5,8,6.575,3.825,22.25,23.69,1.6,52,0.0437,18.4,16.7,-0.728598954293906,1.3520956241615671,2.8284271247461903,495.0625,0.20904544960366872,0.9555114450274363,4.2895221179054435,4.08656334834051,1.0106438767964183,1.4289856542317,18.854707634964804,1.4189050750301253,1.499352166343934,1.8846877157722859,0.3061966127235371,1.1774939613805213,-0.18842681318601812,0.6395432253811778,-0.576670355562872,-1.7074700821354658,-1.0083841975032204,-0.6376784835092822
53,0,1,0,3.090333333,795.6666667,8.333333333,6.065,3.326666667,22.87,20.88666667,5,45.5,0.054766667,35.93333333,24.51666667,0.17647146194382954,1.6945027643161028,2.886751345890394,523.0369000000001,0.23402279162508938,1.791759469228055,5.994441869765692,4.95143076998962,1.3879738693303378,1.7579343938270278,28.207563997977562,0.7646620922428272,0.4462362355759919,0.0011930530055633943,0.5687454077155703,0.2447541767063457,-0.12954827295037552,1.0286959400618765,1.258323772383412,0.06212387458413373,0.14346401462444197,0.31673144343211734
54,0,1,0,4.4548,1099.3,20.2,5.983333333,3.58,24.85,25.31,2.2,47.125,0.03438,36.64,23.92,1.024704620182756,1.0637310654158965,4.494441010848846,617.5225,0.18541844568434931,1.1631508098056809,6.053098380168622,4.890807704254994,1.6657444642509716,2.1106397134518247,33.15569332708939,0.9282228379396518,0.277600023751637,0.9586886669030282,1.455523334108958,1.7165088673147229,1.4934210315285459,0.27142908789251274,-0.12104355098800358,0.1230054534490812,0.06272496938791372,1.0193180876168881
55,1,1,1,3.724,1297.4,3.2,5.9,3.208,22.535,21.549,4.2,44.4,0.0441,32.12,22.17,1.0121677833021927,1.3644717854811237,1.7888543819998317,507.826225,0.21,1.6486586255873816,5.6674509261219015,4.708502946797421,1.6619770706306969,1.929766825292631,36.01943919607855,0.6539440490018997,0.10552225797459863,-0.44731805219641513,0.4259883014946881,0.46512919989587437,-1.2378797567638475,0.6544153393840721,0.9443150092107783,-0.27727110112820186,-0.18007225442180352,1.0097889276215755
56,0,0,0,0.9378,217.45,4.2,5.5675,3.39,18.65,16.47,2.2,36.5,0.02076,36,38.3,-1.2831779980411335,0.6423227724849916,2.04939015319192,347.82249999999993,0.144083309234623,1.1631508098056809,6,6.18869937870632,0.6832437353967225,0.9684007434941384,14.746185947559457,-0.1412128070011239,-0.5810680302221491,0.24056695553503296,-1.0756984261200804,-1.2247823477830229,-0.9748678281685175,-0.37258181396057277,-0.12104355098800358,0.06789284621025332,1.7912837835256408,-1.4657969771797748
57,0,0,1,3.1544,1011,19.6,5.46125,3.175,19.80666667,19.68666667,3.6,37.625,0.03888,30.24,21.33,0.46255363310833364,1.2029628802609091,4.427188724235731,392.3040445764888,0.1971801207018598,1.5260563034950494,5.499090833947008,4.618441295502196,1.4874655065272382,1.776063061943466,31.796226191169293,-0.02797844459563001,-0.8004671824654709,-0.5720444546971736,-0.6582247384648836,-0.15451612398565576,1.425529572618206,0.4546786809969766,0.6752865217269782,-0.4520177432152408,-0.30001821310743204,0.5683833345280471
58,0,1,0,1.49625,653.5,2,5.628333333,3.293333333,20.995,19.95,2.75,30.5,0.0337,36.75,29.25,-0.5541833141313259,1.0426915911726502,1.4142135623730951,440.790025,0.1835755975068582,1.3217558399823195,6.06217782649107,5.408326913195984,1.0935340350755773,1.2232129822725069,25.563646062328434,-0.7451294064970914,-0.45545126139075526,-0.12479321466644157,-0.20316812476806986,-0.06689847577621792,-1.6160811993132285,0.2427170908193248,0.2269863284429029,0.13242931831136198,0.7519676910339268,-0.4280179967398357
60,0,0,1,0.5997,189,9,5.52625,3.47625,21.94666667,19.81,2.5,28.5,0.017175,51.38,28.04,-1.4360618006277082,0.5314014266584649,3,481.65617792408887,0.13105342422081157,1.252762968495368,7.167984374982971,5.295280917949491,0.5603018823565488,0.7744029958619737,13.74772708486752,-0.9464349396624139,-0.666246524622497,0.5665564166165561,0.18037394248554972,-0.11348001085695164,-0.015223292576634549,-0.5755904095410592,0.07559402569907438,1.2801833890687206,0.6014107105610342,-1.7767633124825923
61,0,1,0,1.771,586.3333333,10,5.686666667,2.97,22.605,21.23333333,2.666666667,49.33333333,0.025266667,49.53333333,36.2,-0.540516865618595,0.781760866998798,3.1622776601683795,510.98602500000004,0.15895492128273347,1.29928298422117,7.037992137676768,6.016643582596529,1.099765035987872,1.3307892395116516,24.214320830863706,1.150497697140853,-0.3349968234883875,-1.3468599853836936,0.45564404683384924,0.3600989280214224,0.14859667031573623,-0.14087868897485015,0.17767373556794477,1.1452600430833593,1.562136337137413,-0.41225744432379563
62,0,0,1,3.3516,959.2,4.4,6.166666667,2.901666667,24.21,22.43,2.8,34.11111111,0.04168,31.03,30.43,0.4679641148446561,1.2895960094978058,2.0976176963403033,586.1241,0.20415680248279752,1.33500106673234,5.570457790882182,5.51633936592012,1.4892830875440224,1.830737556287083,30.97095413447897,-0.3816610828382063,0.6561711113520299,-1.6051318276860047,1.1608391912970355,0.7582601456539191,-0.9261819257420179,0.563376982529097,0.25605056848441216,-0.3779435613869433,0.8958208960957963,0.5729806827372095
63,0,0,0,2.176,645.1875,14.25,6.361666667,3.881666667,22.89666667,21.56,1.5,47.33333333,0.018625,55.3,21.25,-0.32704073252743165,0.5762650114418578,3.774917217635375,524.2573445970888,0.1364734406395618,0.9162907318741551,7.436396977031283,4.6097722286464435,1.1928785635900112,1.475127113166862,25.40054133281415,0.9491921639755305,1.058833084880948,2.0988643677910246,0.5801996751286405,0.4687891776522175,0.7670588139435485,-0.491145311213073,-0.6627330740953715,1.5587779199689702,-0.31156385456490937,-0.17673819900956295
