uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotID,subplotID,endDate,boutNumber,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy
"1be45bc7-f9c6-4975-9d20-34b4d30b8e21","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PIST","Pinus strobus L.","species","Pinaceae","N",,,,,,,7.00,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"af1596ed-4ebf-43e9-ba97-b63dc606294f","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VACO","Vaccinium corymbosum L.","species","Ericaceae","N",,,,,,,9.00,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"592ecaf4-b00d-4542-9065-27f2225f216e","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.3.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"scat",0.50,,,"Gypsy moth","WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"a2c870a1-1dbd-4597-bd36-201cc99a5f48","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","32.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","MACA4","Maianthemum canadense Desf.","species","Liliaceae","N",,,,,,,3.00,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"4afeea31-dc3a-441d-b02a-2cd8056fa882","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","32.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VAPA4","Vaccinium pallidum Aiton","species","Ericaceae","N",,,,,,,5.00,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"82be50b3-2b93-4ca8-aa4c-f43bb753a58b","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.3.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"lichen",0.50,,,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"d1b062d9-e639-445a-8741-c6fc594c8fed","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.3.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","TRBOB","Trientalis borealis Raf. ssp. borealis","subspecies","Primulaceae","N",,,,,,,2.00,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"fbba8925-bb80-401c-be18-7a987250b064","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","32.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ACRU","Acer rubrum L.","species","Aceraceae","N",,,,,,,0.50,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"96aff746-8d8b-4d2c-a44a-a7b82478b014","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","32.2.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","TRBOB","Trientalis borealis Raf. ssp. borealis","subspecies","Primulaceae","N",,,,,,,1.00,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"36787405-18da-4d9f-9cb6-0e7a8f8ce289","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","32.4.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"lichen",0.50,,,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"9bd043f5-7ebe-4891-84fb-ca5ee9a163d3","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.3.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","MACA4","Maianthemum canadense Desf.","species","Liliaceae","N",,,,,,,3.00,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"e05715dc-b4f2-41c8-8706-1431bc7747de","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.3.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",96.00,,,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"35a2e06d-0bd5-4ea9-83de-9baf9bb0c262","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","32.2.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",0.50,,,"Woody","WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"440a99cb-c7f0-4f15-9044-df6cf48ef668","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","32.2.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ACRU","Acer rubrum L.","species","Aceraceae","N",,,,,,,0.50,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"67bd71ea-b6dd-43d7-b1b5-b7c07c39d177","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.3.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",0.50,,,"Woody","WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"8bf7483f-b9dc-490f-b415-35f524631b7a","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","GABA","Gaylussacia baccata (Wangenh.) K. Koch","species","Ericaceae","N",,,,,,,3.00,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"b0eb9c17-0d2f-4884-946e-9cb35f48620c","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","32.4.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"moss",0.50,,,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"1e71d31a-4bca-4b24-90de-cc497dcfc406","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","MIRE","Mitchella repens L.","species","Rubiaceae","N",,,,,,,6.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"97bc8f02-c025-4b57-9297-baa11058dcaa","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",95.00,,,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"8732c3c0-44cd-4e32-9ef2-40c01b3e7512","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","32.2.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"lichen",2.00,,,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"9749e832-35cb-4e13-aac4-fe55c9fea103","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","QUVE","Quercus velutina Lam.","species","Fagaceae","N",,,,,,,1.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"18d1d7fe-a5ca-4696-aa1e-8c69936470f9","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"lichen",1.00,,,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"f6f9ddd5-0745-4969-a479-e7d5dfb0d8ab","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"wood",1.00,,,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"d20a8d13-4733-4922-9bf6-c63f3dec48ad","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","TRBOB","Trientalis borealis Raf. ssp. borealis","subspecies","Primulaceae","N",,,,,,,1.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"e2f715f1-0044-40cb-8101-830dfe37fd37","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ACRU","Acer rubrum L.","species","Aceraceae","N",,,,,,,2.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"80b937af-32ba-4c7d-b481-d4b0de7e4260","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VAAN","Vaccinium angustifolium Aiton","species","Ericaceae","N",,,,,,,5.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"8f167109-133b-4104-a26a-6323943e6b93","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","TRBOB","Trientalis borealis Raf. ssp. borealis","subspecies","Primulaceae","N",,,,,,,3.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"44adb44f-cd98-400b-83f6-2aaa5d22c13f","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VAPA4","Vaccinium pallidum Aiton","species","Ericaceae","N",,,,,,,8.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"64070407-9a37-4d60-a758-68062b5d91d0","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ACRU","Acer rubrum L.","species","Aceraceae","N",,,,,,,1.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"dda91592-66e7-4ada-a18c-6a0b1c7d6331","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","MACA4","Maianthemum canadense Desf.","species","Liliaceae","N",,,,,,,7.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"3908c496-ef22-4a59-9627-ea9fe428c20b","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","LYCOP2","Lycopodium sp.","genus","Lycopodiaceae","N",,,,,,,0.50,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"18a31875-a3ac-4e2f-ac7f-31c985014e47","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VAAN","Vaccinium angustifolium Aiton","species","Ericaceae","N",,,,,,,5.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"e9db078c-0bc0-4235-a9f4-b8af553646ef","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",0.50,,,"Woody","XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"29cb7996-23f7-4d36-999b-44c37e195057","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BEPA","Betula papyrifera Marshall","species","Betulaceae","N",,,,,,,3.00,"Y",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"093fd768-b388-4d31-a4af-5d2266cbc0d6","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",92.00,,,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"0d38866a-98e7-4a02-893d-5a2588b2cf84","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","MIRE","Mitchella repens L.","species","Rubiaceae","N",,,,,,,2.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"7e958966-eb46-4a65-bfdd-679a4b12ae22","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"wood",3.00,,,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"75091565-ffea-4411-a9be-853a80396ea5","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",0.50,,,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"3951ffec-4080-4245-8725-263befaf61b8","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","GABA","Gaylussacia baccata (Wangenh.) K. Koch","species","Ericaceae","N",,,,,,,5.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"fcb49c04-7551-49a4-875f-89b6e6a726a9","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PIST","Pinus strobus L.","species","Pinaceae","N",,,,,,,3.00,"Y",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"689579b7-40fa-4e54-bd96-c11b5c6ee853","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"moss",1.00,,,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"ef299607-58aa-4e31-a5f3-0d1a56671bdf","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"lichen",0.50,,,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"b6ee331d-5d0a-42d8-83d0-9f4bc3fcf5f8","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","MACA4","Maianthemum canadense Desf.","species","Liliaceae","N",,,,,,,3.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"38aeeb01-2885-489a-b2b1-8d7f6e653e8f","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"moss",1.00,,,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"1b1df649-2347-4acc-913f-86bd961d57d3","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PIST","Pinus strobus L.","species","Pinaceae","N",,,,,,,4.00,"N",,,"XdV86USKkiYZfb6rmwpnK/f2Yah5qnQO","SAwHV/vuYkxX2df/5BVlgyZfU0GvlLzZfT4p0tvpCoA="
"4077b7af-ab1a-4a06-ae2a-a923187a3708","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"lichen",0.50,,,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"4dabe6e9-0db0-4bf8-8fe9-52167a14432e","HARV_026.basePlot.div","D01","HARV",42.410787,-72.247263,"WGS84",20.30,193.2,0.3,"HARV_026","40.3.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AMELA","Amelanchier sp.","genus","Rosaceae","N",,,,,,,2.00,"N",,,"WpWHyjh7ZEbsFcxLGlzbonUvwbNLZ84R","Pes0SJTi6mB/L3kaeuPRUby8XD59hvb8"
"bdb52690-3387-42e1-8d73-5a019c7ed9f2","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VAAN","Vaccinium angustifolium Aiton","species","Ericaceae","N",,,,,,,1.00,"N",,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"beeab0c4-969f-44aa-b766-35bdaf9c0c43","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","UVSE","Uvularia sessilifolia L.","species","Liliaceae","N",,,,,,,4.00,"N",,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"e6fb0bc5-5612-45f6-b8dc-0f9a4d5b40f9","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","GABA","Gaylussacia baccata (Wangenh.) K. Koch","species","Ericaceae","N",,,,,,,10.00,"N",,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"5e285ca4-aa66-4680-a750-e3bd8d05fbfc","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","QURU","Quercus rubra L.","species","Fagaceae","N",,,,,,,1.00,"N",,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"2b0202a7-a2dc-4230-b723-9d11614e3320","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",0.50,,,"Woody","XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"eeb0757f-0a43-4f2c-976f-d113e75bad76","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",0.50,,,"Woody","XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"8857565f-526d-4bb8-93de-28c34d47df3e","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","TRBOB","Trientalis borealis Raf. ssp. borealis","subspecies","Primulaceae","N",,,,,,,0.50,"N",,"Seedling","XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"3517c59f-d681-4c80-9fab-087a58462375","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.1.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"moss",0.50,,,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"e1a2cb5b-987d-42f6-8bd6-02d3d0fdf556","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","32.2.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",99.00,,,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"37ed41d5-48ce-4b14-a68f-b33e0da35de8","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","32.2.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"wood",0.50,,,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"d3d384fd-bdac-4817-9ec1-4a810983967c","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","31.4.1","2017-07-03",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"otherNonVascular",0.50,,,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
"93528983-c1e0-46dc-a355-9b2a932dabe1","HARV_018.basePlot.div","D01","HARV",42.432284,-72.232047,"WGS84",20.19,227.8,0.3,"HARV_018","32.2.1","2017-07-03",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ACRU","Acer rubrum L.","species","Aceraceae","N",,,,,,,9.00,"N",,,"XVpAZvFTV5+SRUEkcK8K7LUOF15VuEMc","jRr6tAEXvh/2EP2nqxILjbvMaL6VMLwf"
